Item,Area,Year,AreaHarvested,Production,Yield,Price,ExportQuantity,ExportValue,ImportQuantity,ImportValue,RuralPopulation,UrbanPopulation,TotalPopulation,GrossNationalIncome
Soyabeans,LaoPeople'sDemocraticRepublic,2003,9053.00,7799.00,8615.00,,16.00,3.00,,,4178.09,1486.52,5768.17,428.42
Soyabeans,LaoPeople'sDemocraticRepublic,2004,5620.00,4720.00,8399.00,,21.00,4.00,,,4189.73,1564.30,5852.97,491.30
Soyabeans,LaoPeople'sDemocraticRepublic,2005,9535.00,11100.00,11641.00,,58.00,11.00,,,4226.29,1623.07,5946.59,572.94
Soyabeans,LaoPeople'sDemocraticRepublic,2006,8920.00,11950.00,13397.00,,193.00,40.00,,,4265.02,1684.77,6041.35,730.02
Soyabeans,LaoPeople'sDemocraticRepublic,2007,8040.00,10455.00,13004.00,,195.00,45.00,,,4303.53,1748.66,6135.86,890.30
Soyabeans,LaoPeople'sDemocraticRepublic,2008,8485.00,10595.00,12487.00,,77.00,20.00,,,4338.74,1813.30,6229.93,944.72
Soyabeans,LaoPeople'sDemocraticRepublic,2009,12635.00,19425.00,15374.00,,94.00,23.00,,,4368.38,1877.89,6323.42,1083.24
Soyabeans,LaoPeople'sDemocraticRepublic,2010,7235.00,11435.00,15805.00,,94.00,23.00,,,4391.63,1941.86,6416.33,1270.11
Soyabeans,LaoPeople'sDemocraticRepublic,2011,9145.00,13820.00,15112.00,773.60,215.00,94.00,,,4409.55,2005.62,6508.80,1472.31
Soyabeans,LaoPeople'sDemocraticRepublic,2012,3885.00,6360.00,16371.00,865.00,215.00,94.00,,,4424.63,2069.93,6600.74,1711.89
Soyabeans,LaoPeople'sDemocraticRepublic,2013,8900.00,13905.00,15624.00,959.70,215.00,94.00,,,4439.92,2136.48,6691.45,1895.41
Soyabeans,LaoPeople'sDemocraticRepublic,2014,10970.00,17035.00,15529.00,,48.00,28.00,24.00,19.00,4457.64,2206.33,6787.42,2025.88
Soyabeans,LaoPeople'sDemocraticRepublic,2015,11880.00,18675.00,15720.00,,322.84,147.00,167.00,126.00,4478.36,2279.99,6891.36,2194.95
Soyabeans,LaoPeople'sDemocraticRepublic,2016,12070.00,19130.00,15849.00,,121.18,55.00,109.00,54.00,4501.17,2356.99,6997.92,2310.71
Soyabeans,LaoPeople'sDemocraticRepublic,2017,4260.00,7960.00,18685.00,,86.62,39.00,138.00,61.00,4524.50,2436.71,7105.01,2442.77
Soyabeans,LaoPeople'sDemocraticRepublic,2018,4730.00,8380.00,17717.00,,3033.97,1381.00,78.00,39.00,4546.19,2518.06,7212.05,2448.14
Soyabeans,LaoPeople'sDemocraticRepublic,2019,6980.00,12171.69,17438.00,,5443.93,1550.00,170.59,106.00,4564.69,2600.13,7319.40,2456.46
Soyabeans,LaoPeople'sDemocraticRepublic,2020,8152.00,14594.44,17903.00,,5835.19,2161.00,1170.40,487.00,4579.66,2682.64,7425.06,2413.75
Soyabeans,LaoPeople'sDemocraticRepublic,2021,8052.00,14480.98,17984.00,,4768.16,1387.00,450.60,218.00,,,,
Soyabeans,LaoPeople'sDemocraticRepublic,2022,8125.00,14772.32,18181.00,,5400.00,1700.00,1295.56,941.00,,,,
Soyabeans,LaoPeople'sDemocraticRepublic,2023,,,,,,,,,6125.20,2293.26,8074.81,
Soyabeans,Malaysia,1961,48.00,19.00,3958.00,,27.00,3.00,16688.00,2101.00,6267.98,2424.84,8324.22,
Soyabeans,Malaysia,1962,50.00,20.00,4000.00,,414.00,41.00,18020.00,2153.00,6411.26,2562.83,8579.35,
Soyabeans,Malaysia,1963,30.00,12.00,4000.00,,19.00,3.00,16904.00,2023.00,6548.86,2705.10,8835.93,
Soyabeans,Malaysia,1964,30.00,12.00,4000.00,,5.00,1.00,18831.00,2304.00,6676.90,2849.67,9091.02,
Soyabeans,Malaysia,1965,74.00,30.00,4054.00,,14.00,2.00,18276.00,2498.00,6793.87,2996.11,9340.24,
Soyabeans,Malaysia,1966,72.00,30.00,4167.00,,5.00,,18072.00,2406.00,6901.35,3144.82,9582.09,
Soyabeans,Malaysia,1967,47.00,25.00,5319.00,,11.00,2.00,19365.00,2507.00,7001.15,3296.65,9821.31,
Soyabeans,Malaysia,1968,80.00,40.00,5000.00,,6.00,1.00,20531.00,2508.00,7096.57,3452.66,10061.68,
Soyabeans,Malaysia,1969,120.00,50.00,4167.00,,11.00,2.00,19482.00,2473.00,7189.61,3614.37,10306.51,369.06
Soyabeans,Malaysia,1970,164.00,85.00,5183.00,,23.00,4.00,22925.00,2651.00,7271.18,3791.16,10552.56,390.94
Soyabeans,Malaysia,1971,56.00,50.00,8929.00,,19.00,3.00,21031.00,2752.00,7348.98,3975.27,10801.62,454.50
Soyabeans,Malaysia,1972,80.00,60.00,7500.00,,43.00,7.00,23410.00,3474.00,7425.82,4166.88,11062.66,668.30
Soyabeans,Malaysia,1973,77.00,70.00,9091.00,,46.00,14.00,22417.00,5529.00,7503.34,4367.89,11335.19,801.22
Soyabeans,Malaysia,1974,341.00,400.00,11730.00,,113.00,27.00,15464.00,4521.00,7582.99,4579.38,11617.95,776.89
Soyabeans,Malaysia,1975,128.00,130.00,10156.00,,14.00,3.00,17505.00,4885.00,7665.97,4802.92,11910.08,891.57
Soyabeans,Malaysia,1976,252.00,260.00,10317.00,,16.00,5.00,21318.00,6031.00,7752.18,5038.36,12218.92,1032.91
Soyabeans,Malaysia,1977,63.00,70.00,11111.00,,10.00,3.00,22844.00,7065.00,7838.22,5284.85,12543.89,1245.55
Soyabeans,Malaysia,1978,53.00,70.00,13208.00,,10.00,3.00,27584.00,7485.00,7920.27,5539.94,12875.01,1574.16
Soyabeans,Malaysia,1979,14.00,15.00,10714.00,,19.00,5.00,27316.00,8161.00,7996.88,5801.25,13215.71,1786.29
Soyabeans,Malaysia,1980,34.00,40.00,11765.00,,415.00,147.00,90099.00,28462.00,8083.62,6050.22,13564.59,1779.01
Soyabeans,Malaysia,1981,70.00,100.00,14286.00,,9119.00,3043.00,190023.00,62259.00,8165.19,6305.44,13921.03,1836.61
Soyabeans,Malaysia,1982,3.00,5.00,16667.00,,2389.00,743.00,178590.00,49220.00,8247.36,6571.25,14292.86,1990.31
Soyabeans,Malaysia,1983,55.00,80.00,14545.00,,1500.00,456.00,174171.00,47561.00,8337.33,6854.29,14686.45,2155.21
Soyabeans,Malaysia,1984,6.00,9.00,15000.00,,1213.00,466.00,174381.00,55427.00,8440.05,7158.89,15108.14,1918.26
Soyabeans,Malaysia,1985,12.00,27.00,22500.00,,1119.00,310.00,203475.00,49176.00,8556.66,7488.39,15558.74,1663.63
Soyabeans,Malaysia,1986,10.00,6.00,6000.00,,2552.00,697.00,255357.00,55398.00,8683.91,7841.20,16033.10,1883.87
Soyabeans,Malaysia,1987,10.00,4.00,4000.00,,3834.00,1043.00,279650.00,62658.00,8814.88,8212.71,16524.62,2017.04
Soyabeans,Malaysia,1988,10.00,3.00,3000.00,,3568.00,1192.00,363416.00,102193.00,8941.24,8594.74,17020.14,2154.44
Soyabeans,Malaysia,1989,10.00,3.00,3000.00,,3374.00,1207.00,371829.00,111569.00,9056.35,8981.97,17517.05,2406.36
Soyabeans,Malaysia,1990,6.00,2.00,3333.00,,7556.00,2388.00,473620.00,122045.00,9158.04,9371.41,18017.46,2589.83
Soyabeans,Malaysia,1991,,,,,13521.00,4202.00,551934.00,141310.00,9161.43,9851.29,18526.71,3023.14
Soyabeans,Malaysia,1992,,,,,11517.00,3953.00,513781.00,131183.00,9141.38,10353.59,19050.08,3342.97
Soyabeans,Malaysia,1993,,,,,16907.00,5646.00,494804.00,130908.00,9113.72,10873.17,19588.70,3619.22
Soyabeans,Malaysia,1994,,,,,10023.00,3488.00,484062.00,133603.00,9082.00,11413.60,20136.89,4205.66
Soyabeans,Malaysia,1995,,,,,14451.00,3365.00,495177.00,132134.00,9046.59,11976.73,20689.05,4647.83
Soyabeans,Malaysia,1996,,,,,20364.00,6311.00,386383.00,129746.00,9006.38,12558.95,21249.18,4461.49
Soyabeans,Malaysia,1997,,,,,12800.00,4000.00,471200.00,150000.00,8956.91,13156.56,21810.54,3130.21
Soyabeans,Malaysia,1998,,,,,25443.00,8257.00,492639.00,131843.00,8894.35,13761.93,22368.66,3292.65
Soyabeans,Malaysia,1999,,,,,64390.00,15907.00,546528.00,145429.00,8815.95,14369.65,22945.15,3756.01
Soyabeans,Malaysia,2000,,,,,38343.00,7940.00,582897.00,132186.00,8787.06,14911.85,23542.52,3654.71
Soyabeans,Malaysia,2001,,,,,15255.00,3908.00,671261.00,150897.00,8746.39,15452.42,24142.45,3903.93
Soyabeans,Malaysia,2002,,,,,30404.00,6706.00,664324.00,167374.00,8695.42,15993.28,24739.41,4214.80
Soyabeans,Malaysia,2003,,,,,23964.00,6706.00,587606.00,170405.00,8636.30,16537.81,25333.25,4670.85
Soyabeans,Malaysia,2004,,,,,11216.00,5284.00,1044142.00,237690.00,8571.84,17087.55,25923.54,5292.96
Soyabeans,Malaysia,2005,,,,,18566.00,5402.00,820578.00,176847.00,8501.09,17642.48,26509.41,5959.30
Soyabeans,Malaysia,2006,,,,,17445.00,4199.00,389642.00,163702.00,8424.43,18201.42,27092.60,6993.84
Soyabeans,Malaysia,2007,,,,,25552.00,8731.00,506244.00,217485.00,8343.39,18767.68,27664.30,8093.70
Soyabeans,Malaysia,2008,,,,,21594.00,13250.00,503219.00,306284.00,8260.98,19344.40,28217.20,7024.95
Soyabeans,Malaysia,2009,,,,,29090.00,13105.00,491477.00,244737.00,8177.34,19934.95,28717.73,8597.66
Soyabeans,Malaysia,2010,,,,,19461.00,10388.00,637726.00,319048.00,8129.92,20505.20,29184.13,9967.50
Soyabeans,Malaysia,2011,,,,,28628.00,17196.00,637286.00,383360.00,8087.43,21083.03,29660.21,10210.28
Soyabeans,Malaysia,2012,,,,,25390.00,15896.00,588994.00,362058.00,8041.48,21665.25,30134.81,10369.86
Soyabeans,Malaysia,2013,,,,,15271.00,10851.00,556944.00,350683.00,7987.24,22240.78,30606.46,10679.96
Soyabeans,Malaysia,2014,,,,,23482.63,14739.00,576824.00,343857.00,7922.59,22800.56,31068.83,9434.94
Soyabeans,Malaysia,2015,,,,,18859.69,10412.00,726585.78,318045.00,7846.72,23340.55,31526.42,9291.14
Soyabeans,Malaysia,2016,,,,,69604.16,17746.00,796113.61,328262.00,7764.81,23859.45,31975.81,9698.58
Soyabeans,Malaysia,2017,,,,,40030.91,15792.00,800118.16,338842.00,7678.73,24363.73,32399.27,10729.14
Soyabeans,Malaysia,2018,,,,,11406.33,5838.00,699952.07,306052.00,7592.14,24862.31,32804.02,10844.55
Soyabeans,Malaysia,2019,,,,,12844.56,6329.00,771378.15,313547.00,7507.36,25361.96,33199.99,9946.01
Soyabeans,Malaysia,2020,,,,,11879.48,6434.00,732070.30,307324.00,7424.93,25864.29,33573.87,10768.89
Soyabeans,Malaysia,2021,,,,,8149.02,6032.00,735540.40,439193.00,,,,
Soyabeans,Malaysia,2022,,,,,8918.69,7623.00,722446.80,490182.00,,,,
Soyabeans,Malaysia,2023,,,,,,,,,17243.51,4194.51,22203.11,
Soyabeans,Myanmar,1961,3428.00,1138.00,3320.00,,,,,,17538.06,4359.96,22699.70,
Soyabeans,Myanmar,1962,14164.00,10669.00,7532.00,,,,,,17839.50,4532.40,23210.69,
Soyabeans,Myanmar,1963,15449.00,11209.00,7255.00,,,,,,18153.92,4713.83,23737.82,
Soyabeans,Myanmar,1964,12662.00,7893.00,6234.00,,,,,,18485.77,4905.38,24286.88,
Soyabeans,Myanmar,1965,12355.00,7389.00,5981.00,,,,,,18835.98,5108.20,24854.70,
Soyabeans,Myanmar,1966,14940.00,9124.00,6107.00,,,,,,19202.47,5322.08,25440.03,
Soyabeans,Myanmar,1967,14770.00,8943.00,6055.00,,,,,,19581.50,5546.62,26044.11,
Soyabeans,Myanmar,1968,16997.00,10567.00,6217.00,,,,,,19968.28,5780.36,26659.48,
Soyabeans,Myanmar,1969,16997.00,10669.00,6277.00,,,,,,20358.53,6022.90,27284.11,80.62
Soyabeans,Myanmar,1970,18211.00,12701.00,6974.00,,,,,,20751.00,6273.98,27914.95,81.17
Soyabeans,Myanmar,1971,19557.00,12705.00,6496.00,,,,,,21145.98,6534.16,28551.95,75.52
Soyabeans,Myanmar,1972,19408.00,12998.00,6697.00,,,,,,21571.61,6775.73,29165.36,102.50
Soyabeans,Myanmar,1973,20235.00,13717.00,6779.00,,,,,,22086.48,6941.26,29751.94,148.28
Soyabeans,Myanmar,1974,18616.00,11685.00,6277.00,,,,,,22611.73,7110.24,30344.28,131.69
Soyabeans,Myanmar,1975,20997.00,13439.00,6400.00,,,,,,23145.84,7282.19,30941.38,137.64
Soyabeans,Myanmar,1976,21502.00,12432.00,5782.00,,,,,,23687.60,7456.73,31554.60,137.88
Soyabeans,Myanmar,1977,23932.00,16541.00,6912.00,,,,,,24238.04,7634.19,32185.60,153.56
Soyabeans,Myanmar,1978,23147.00,15817.00,6833.00,,,,,,24798.79,7815.10,32821.78,171.11
Soyabeans,Myanmar,1979,22751.00,15717.00,6908.00,,,,,,25370.16,7999.56,33465.78,186.31
Soyabeans,Myanmar,1980,21651.00,15023.00,6939.00,,,,,,25951.71,8187.42,34110.10,181.87
Soyabeans,Myanmar,1981,24700.00,17212.00,6968.00,,,,,,26540.22,8377.68,34742.59,179.62
Soyabeans,Myanmar,1982,26821.00,19271.00,7185.00,,,,,,27115.27,8582.67,35424.26,182.38
Soyabeans,Myanmar,1983,26584.00,20582.00,7742.00,,,,,,27639.12,8829.77,36159.84,181.49
Soyabeans,Myanmar,1984,27282.00,22070.00,8090.00,,,,,,28146.97,9075.33,36881.02,182.84
Soyabeans,Myanmar,1985,28170.00,23466.00,8330.00,,,,,,28638.00,9319.33,37572.34,154.93
Soyabeans,Myanmar,1986,28029.00,22835.00,8147.00,,30.00,5.00,,,29111.82,9561.42,38233.17,144.71
Soyabeans,Myanmar,1987,30359.00,27013.00,8898.00,,1000.00,200.00,,,29562.49,9799.65,38868.27,141.43
Soyabeans,Myanmar,1988,33376.00,27239.00,8161.00,,2200.00,550.00,,,29983.54,10031.32,39489.42,149.64
Soyabeans,Myanmar,1989,33524.00,26955.00,8041.00,,800.00,240.00,,,30371.02,10255.23,40099.55,154.53
Soyabeans,Myanmar,1990,31603.00,25515.00,8074.00,,800.00,200.00,,,30720.62,10469.53,40680.53,164.49
Soyabeans,Myanmar,1991,33184.00,26500.00,7986.00,,1329.00,367.00,,,31036.13,10675.33,41237.81,178.87
Soyabeans,Myanmar,1992,37231.00,29800.00,8004.00,,3700.00,1000.00,,,31332.61,10877.17,41788.30,192.94
Soyabeans,Myanmar,1993,43706.00,33600.00,7688.00,,560.00,155.00,,,31629.95,11082.28,42337.11,208.52
Soyabeans,Myanmar,1994,59894.00,48900.00,8164.00,,2350.00,670.00,,,31942.25,11295.54,42880.19,224.35
Soyabeans,Myanmar,1995,71629.00,64700.00,9033.00,,400.00,110.00,,,32274.30,11519.01,43423.37,239.32
Soyabeans,Myanmar,1996,68392.00,61500.00,8992.00,,400.00,125.00,,,32620.93,11750.60,43972.05,248.50
Soyabeans,Myanmar,1997,77700.00,73400.00,9447.00,,440.00,140.00,,,32972.49,11987.44,44516.19,152.93
Soyabeans,Myanmar,1998,101576.00,83900.00,8260.00,,3500.00,1100.00,,,33315.06,12224.37,45041.64,153.85
Soyabeans,Myanmar,1999,107646.00,97400.00,9048.00,,5500.00,1600.00,,,33637.94,12457.53,45538.33,185.82
Soyabeans,Myanmar,2000,114121.00,108500.00,9507.00,,4300.00,1400.00,,,33941.55,12686.44,46014.83,208.73
Soyabeans,Myanmar,2001,117759.00,118700.00,10080.00,,3100.00,900.00,,,34228.01,12912.21,46480.23,257.50
Soyabeans,Myanmar,2002,116145.00,122000.00,10504.00,,2031.00,398.00,,,34492.26,13132.63,46924.29,224.04
Soyabeans,Myanmar,2003,135165.00,146500.00,10839.00,,3019.00,591.00,,,34728.33,13345.37,47338.45,248.08
Soyabeans,Myanmar,2004,145282.00,157800.00,10862.00,,3859.00,916.00,,,34933.87,13548.74,47724.47,288.54
Soyabeans,Myanmar,2005,155804.00,185900.00,11932.00,,2500.00,580.00,,,35105.02,13741.45,48088.27,334.30
Soyabeans,Myanmar,2006,157423.00,200800.00,12755.00,,3200.00,1300.00,,,35246.67,13924.92,48445.65,412.61
Soyabeans,Myanmar,2007,158232.00,213600.00,13499.00,,4200.00,1750.00,,,35374.49,14105.27,48729.49,557.81
Soyabeans,Myanmar,2008,166326.00,240000.00,14429.00,,5300.00,2200.00,,,35510.14,14290.55,49015.84,710.40
Soyabeans,Myanmar,2009,170777.00,253700.00,14856.00,,5000.00,2100.00,,,35668.45,14487.45,49390.99,883.34
Soyabeans,Myanmar,2010,169159.00,254500.00,15045.00,,5000.00,2200.00,,,35854.78,14698.26,49794.52,1191.06
Soyabeans,Myanmar,2011,157423.00,161900.00,10284.00,,5000.00,2300.00,,,36064.79,14921.72,50218.19,1257.35
Soyabeans,Myanmar,2012,157423.00,162600.00,10329.00,,244.00,2400.00,,,36292.94,15155.25,50648.33,1262.84
Soyabeans,Myanmar,2013,154995.00,160600.00,10362.00,,5000.00,2450.00,,,36528.88,15395.31,51072.44,1327.77
Soyabeans,Myanmar,2014,150948.00,156500.00,10368.00,,5497.19,2483.00,280.97,228.00,36757.13,15646.54,51483.95,1232.87
Soyabeans,Myanmar,2015,148520.00,154300.00,10389.00,,8302.93,2927.00,897.43,559.00,36976.38,15908.84,51892.35,1283.03
Soyabeans,Myanmar,2016,143006.00,149185.00,10432.00,,2768.20,1262.00,388.56,188.00,37187.53,16183.08,52288.34,1297.86
Soyabeans,Myanmar,2017,139743.00,145465.00,10409.00,,3469.27,1334.00,14440.01,5769.00,37387.37,16468.36,52666.01,1391.50
Soyabeans,Myanmar,2018,138988.00,143717.32,10340.00,,1192.30,665.00,10063.97,4748.00,37572.51,16763.63,53040.21,1394.72
Soyabeans,Myanmar,2019,137474.00,141939.00,10325.00,,4657.38,1922.00,15520.20,6534.00,37740.21,17068.07,53423.20,1462.23
Soyabeans,Myanmar,2020,131247.00,135132.00,10296.00,,15873.35,6974.00,21602.45,9327.00,37888.30,17381.06,53798.08,1095.32
Soyabeans,Myanmar,2021,130000.00,133664.00,10282.00,,2909.47,1761.00,16419.75,9810.00,,,,
Soyabeans,Myanmar,2022,126817.00,131223.39,10347.00,,230.10,168.00,12469.00,5984.00,,,,
Soyabeans,Myanmar,2023,,,,,,,,,18864.36,8300.26,29342.41,
Soyabeans,Philippines,1961,2200.00,2070.00,9409.00,,,,1990.00,193.00,19427.80,8653.43,30185.98,
Soyabeans,Philippines,1962,1800.00,1640.00,9111.00,,,,130.00,13.00,19999.15,9017.62,31043.71,
Soyabeans,Philippines,1963,1630.00,1490.00,9141.00,,,,15943.00,1580.00,20572.39,9390.48,31916.62,
Soyabeans,Philippines,1964,1660.00,1405.00,8464.00,,,,9170.00,934.00,21143.89,9770.04,32805.54,
Soyabeans,Philippines,1965,1470.00,1132.00,7701.00,,,,20796.00,2213.00,21711.64,10155.93,33704.75,
Soyabeans,Philippines,1966,1430.00,1103.00,7713.00,,,,22652.00,2267.00,22277.61,10548.99,34616.86,
Soyabeans,Philippines,1967,1480.00,1200.00,8108.00,,,,3088.00,582.00,22845.66,10951.38,35544.97,
Soyabeans,Philippines,1968,1420.00,1188.00,8366.00,,,,2080.00,335.00,23421.90,11365.68,36477.17,
Soyabeans,Philippines,1969,1460.00,1195.00,8185.00,,,,717.00,167.00,23996.85,11807.88,37435.59,203.89
Soyabeans,Philippines,1970,1460.00,1195.00,8185.00,,,,1636.00,232.00,24508.57,12342.48,38421.75,221.52
Soyabeans,Philippines,1971,1510.00,1376.00,9113.00,,,,1063.00,153.00,25026.26,12899.14,39412.48,233.96
Soyabeans,Philippines,1972,1240.00,1128.00,9097.00,,,,2107.00,360.00,25549.09,13477.00,40406.23,289.23
Soyabeans,Philippines,1973,1240.00,1306.00,10532.00,,,,4943.00,1303.00,26073.71,14076.26,41388.32,388.27
Soyabeans,Philippines,1974,2780.00,2214.00,7964.00,,,,2044.00,566.00,26610.78,14684.35,42394.43,407.05
Soyabeans,Philippines,1975,7830.00,5657.00,7225.00,,,,12416.00,3108.00,27210.38,15250.81,43474.37,453.01
Soyabeans,Philippines,1976,11250.00,8396.00,7463.00,,,,11153.00,2410.00,27816.09,15834.24,44646.52,507.75
Soyabeans,Philippines,1977,10380.00,8133.00,7835.00,,,,13607.00,2943.00,28429.36,16436.91,45890.74,572.45
Soyabeans,Philippines,1978,9230.00,7099.00,7691.00,,,,7764.00,2214.00,29053.20,17060.80,47154.23,679.57
Soyabeans,Philippines,1979,8400.00,8033.00,9563.00,,,,11679.00,3312.00,29644.07,17752.90,48419.55,776.91
Soyabeans,Philippines,1980,9580.00,9395.00,9807.00,,,,11938.00,3499.00,30011.50,18704.09,49679.33,830.31
Soyabeans,Philippines,1981,10410.00,10057.00,9661.00,,,,200.00,86.00,30369.95,19698.55,50938.52,837.18
Soyabeans,Philippines,1982,10910.00,11467.00,10511.00,,,,31424.00,8856.00,30718.64,20736.40,52219.69,727.11
Soyabeans,Philippines,1983,8590.00,8104.00,9434.00,,9.00,4.00,30655.00,8285.00,31055.19,21818.79,53514.96,660.92
Soyabeans,Philippines,1984,7740.00,7618.00,9842.00,,,,2.00,1.00,31379.87,22943.78,54812.66,627.99
Soyabeans,Philippines,1985,8210.00,8280.00,10085.00,,,,22997.00,5806.00,31689.79,24114.29,56109.84,597.49
Soyabeans,Philippines,1986,6530.00,6670.00,10214.00,,15.00,8.00,5923.00,1300.00,31983.81,25329.50,57415.18,654.52
Soyabeans,Philippines,1987,7562.00,6736.00,8908.00,,,,9464.00,2175.00,32257.12,26588.09,58755.92,732.90
Soyabeans,Philippines,1988,5154.00,5935.00,11515.00,,33.00,30.00,24169.00,5835.00,32507.44,27884.42,60127.34,804.69
Soyabeans,Philippines,1989,4753.00,4049.00,8519.00,,,,28758.00,8641.00,32840.92,29106.43,61558.90,828.98
Soyabeans,Philippines,1990,4050.00,4937.00,12190.00,,,,24036.00,7131.00,33722.63,29785.83,63039.75,838.18
Soyabeans,Philippines,1991,2116.00,2284.09,10794.00,355.00,,,63247.00,17528.00,34610.22,30465.26,64543.53,969.78
Soyabeans,Philippines,1992,1652.00,1808.51,10947.00,360.00,,,51893.00,12609.00,35504.44,31145.81,66083.32,978.32
Soyabeans,Philippines,1993,1772.00,2132.89,12037.00,366.00,,,61567.00,15503.00,36407.38,31828.85,67650.28,1128.54
Soyabeans,Philippines,1994,1888.00,2360.67,12504.00,407.00,,,135523.00,32582.00,37320.23,32515.49,69250.47,1277.50
Soyabeans,Philippines,1995,2292.00,2983.33,13016.00,408.00,,,86877.00,23718.00,38241.71,33204.40,70944.97,1442.97
Soyabeans,Philippines,1996,1547.00,1818.40,11754.00,442.00,,,138410.00,41602.00,39170.18,33894.59,72718.84,1401.65
Soyabeans,Philippines,1997,1245.00,1614.86,12971.00,424.00,,,111052.00,31932.00,40106.98,34586.71,74491.92,1108.92
Soyabeans,Philippines,1998,869.00,1048.00,12060.00,350.00,,,150855.00,51862.00,41053.64,35282.18,76249.06,1238.72
Soyabeans,Philippines,1999,856.00,1041.00,12161.00,276.00,,,262594.00,108856.00,42010.50,35981.07,77958.22,1218.20
Soyabeans,Philippines,2000,774.00,953.00,12313.00,295.00,,,240190.00,53804.00,42979.69,36685.62,79626.09,1131.42
Soyabeans,Philippines,2001,737.00,897.00,12171.00,308.00,,,316004.00,74373.00,43958.82,37393.24,81285.57,1187.03
Soyabeans,Philippines,2002,768.00,990.51,12904.00,226.00,,,264110.00,88233.00,44937.09,38094.87,82942.84,1194.70
Soyabeans,Philippines,2003,754.00,973.69,12915.00,242.00,,,289220.00,78402.00,45900.21,38778.28,84607.50,1272.58
Soyabeans,Philippines,2004,752.00,978.00,13005.00,360.00,,,284139.00,98023.00,46838.33,39435.91,86261.25,1416.64
Soyabeans,Philippines,2005,755.00,988.00,13086.00,,,,147503.00,41714.00,47746.31,40063.11,87901.84,1637.49
Soyabeans,Philippines,2006,788.00,1050.00,13325.00,,44.00,12.00,108003.00,32035.00,48629.04,40664.45,89561.38,1952.08
Soyabeans,Philippines,2007,492.00,676.00,13740.00,,3.00,4.00,166679.00,53204.00,49500.35,41251.52,91252.33,2240.79
Soyabeans,Philippines,2008,738.00,1015.00,13753.00,,36.00,20.00,40875.00,19045.00,50379.71,41841.17,92946.95,2197.41
Soyabeans,Philippines,2009,626.00,842.00,13450.00,,36.00,20.00,34261.00,13069.00,51238.69,42487.93,94636.70,2448.81
Soyabeans,Philippines,2010,583.00,812.00,13928.00,,20.00,11.00,109930.00,30298.00,51905.59,43372.35,96337.91,2693.60
Soyabeans,Philippines,2011,517.00,684.00,13230.00,,186.00,88.00,51642.00,29101.00,52586.50,44280.14,98032.32,2966.61
Soyabeans,Philippines,2012,434.00,567.00,13065.00,,4.00,7.00,57782.00,28312.00,53275.65,45205.38,99700.11,3182.42
Soyabeans,Philippines,2013,569.00,806.74,14169.00,522.00,170.00,151.00,28714.00,18217.00,53961.96,46140.29,,3274.27
Soyabeans,Philippines,2014,596.00,694.68,11661.00,532.00,31.74,20.00,43981.95,27409.00,54638.16,47078.20,,3314.20
Soyabeans,Philippines,2015,481.00,545.34,11330.00,520.00,120.00,382.00,67922.71,36974.00,55302.33,48017.89,,3375.56
Soyabeans,Philippines,2016,495.00,544.13,11002.00,490.00,,,130573.86,61861.00,55939.80,48978.29,,3416.94
Soyabeans,Philippines,2017,514.00,666.18,12970.00,391.00,0.56,1.00,193073.68,91364.00,56550.10,49961.98,,3535.24
Soyabeans,Philippines,2018,490.00,657.74,13421.00,387.00,0.13,,191396.23,88967.00,57134.90,50971.41,,3755.66
Soyabeans,Philippines,2019,461.00,658.54,14286.00,,148.63,84.00,178054.81,79416.00,57694.79,52008.60,,3468.78
Soyabeans,Philippines,2020,396.00,554.45,13999.00,387.00,1.59,1.00,150697.63,66475.00,58228.68,53074.11,,3584.23
Soyabeans,Philippines,2021,297.00,407.45,13709.00,553.00,0.41,,165559.43,103701.00,,,,
Soyabeans,Philippines,2022,440.00,626.43,14225.00,496.00,2.65,3.00,152715.25,116776.00,,,,
Soyabeans,Philippines,2023,,,,,,,,,,1689.55,1657.55,
